year,source_country_region,dest_country_region,s2d_d2s_ratio,yoy_change
2022,United States,Peru,0.656910569,0.479564728
2019,United States,Philippines,0.423465947,
2020,United States,Philippines,0.540653231,0.276733666
2021,United States,Philippines,0.488641174,-0.09620225
2022,United States,Philippines,0.485696957,-0.006025314
2019,United States,Poland,0.68317757,
2020,United States,Poland,1.031951641,0.51051745
2021,United States,Poland,0.941700405,-0.087456846
2022,United States,Poland,0.530783582,-0.436356213
2020,United States,Portugal,1.809073724,
2021,United States,Portugal,1.487309645,-0.177861231
2022,United States,Portugal,1.297628156,-0.127533288
2019,United States,Puerto Rico,0.721056529,
2020,United States,Puerto Rico,0.757129278,0.050027629
2021,United States,Puerto Rico,0.674244604,-0.109472287
2022,United States,Puerto Rico,0.623510723,-0.075245514
2020,United States,Qatar,0.893465909,
2021,United States,Qatar,0.631868132,-0.292789881
2022,United States,Qatar,0.724637681,0.146817895
2020,United States,Romania,0.901134522,
2021,United States,Romania,0.81141046,-0.099567889
2022,United States,Romania,0.663811563,-0.181904109
2019,United States,Saudi Arabia,1.911124922,
2020,United States,Saudi Arabia,3.26827012,0.710128983
2021,United States,Saudi Arabia,2.098540146,-0.357904926
2022,United States,Saudi Arabia,1.464412238,-0.302175733
2019,United States,Singapore,0.3792,
2020,United States,Singapore,0.980201036,1.584918343
2021,United States,Singapore,0.751118846,-0.233709393
2022,United States,Singapore,0.779085258,0.037233004
2019,United States,South Africa,1.887896825,
2020,United States,South Africa,1.706639004,-0.096010449
2021,United States,South Africa,1.736382323,0.017428008
2022,United States,South Africa,0.962765957,-0.445533426
2019,United States,Spain,1.122869766,
2020,United States,Spain,1.272820303,0.133542233
2021,United States,Spain,1.105983255,-0.131076671
2022,United States,Spain,0.92335295,-0.165129359
2019,United States,Sweden,0.499593826,
2020,United States,Sweden,1.577247191,2.157059012
2021,United States,Sweden,1.574980575,-0.001437071
2022,United States,Sweden,0.926715177,-0.411602155
2019,United States,Switzerland,0.968737312,
2020,United States,Switzerland,1.441125541,0.487632945
2021,United States,Switzerland,1.295875421,-0.10078936
2022,United States,Switzerland,0.990767045,-0.235445762
2019,United States,Thailand,0.81888654,
2020,United States,Thailand,1.044029353,0.274937738
2021,United States,Thailand,0.813453929,-0.220851477
2022,United States,Thailand,0.583075734,-0.283209886
2019,United States,Turkey,0.464026602,
2020,United States,Turkey,0.793323217,0.709650294
2021,United States,Turkey,0.55801736,-0.296607804
2022,United States,Turkey,0.511067903,-0.084136193
2020,United States,Ukraine,0.515254237,
2021,United States,Ukraine,0.475899525,-0.076379212
2022,United States,Ukraine,0.254306142,-0.465630602
2019,United States,United Arab Emirates,0.280917016,
2020,United States,United Arab Emirates,0.861980383,2.068452007
2021,United States,United Arab Emirates,0.742320202,-0.138820074
2022,United States,United Arab Emirates,0.777496839,0.047387417
2019,United States,United Kingdom,0.679063277,
2020,United States,United Kingdom,1.13283208,0.668227569
2021,United States,United Kingdom,1.120991024,-0.010452614
2022,United States,United Kingdom,0.9561002,-0.147093795
2020,United States,Venezuela,0.150688705,
2021,United States,Venezuela,0.260683761,0.729948905
2022,United States,Venezuela,0.592829251,1.274131881
2021,Uruguay,Argentina,0.579569892,
2022,Uruguay,Argentina,0.685314685,0.18245391
2022,Venezuela,Argentina,1.899310345,
2022,Venezuela,Chile,2.780604134,
2021,Venezuela,Colombia,3.04539559,
2022,Venezuela,Colombia,1.115631692,-0.633666084
2022,Venezuela,Peru,1.08499336,
2021,Venezuela,Spain,5.675889328,
2022,Venezuela,Spain,3.864795918,-0.319085399
2020,Venezuela,United States,6.636197441,
2021,Venezuela,United States,3.836065574,-0.421948245
2022,Venezuela,United States,1.686826347,-0.560271764
